url,price,type,available_from,payment_method,size_sqm,has_maid,is_studio,bedrooms_count,bathrooms_count,governorate,city
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-north-coast-qesm-marsa-matrouh-almaza-bay-7592197.html,10000000.0,Apartment,2025-07-17,Cash,140.0,Yes,No,2.0,1.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-caesar-7852843.html,20000000.0,Chalet,2025-09-02,Installments,160.0,No,No,3.0,3.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-el-hadaba-district-7834468.html,3341100.0,Apartment,2025-08-30,Cash,74.0,No,No,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-red-sea-hurghada-al-gouna-mangroovy-residence-7843845.html,18000000.0,Duplex,2025-09-01,Cash,128.0,Yes,No,2.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-7840464.html,3150000.0,Apartment,2025-08-31,Cash,64.0,No,No,1.0,1.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-makadi-makadi-orascom-resort-7848150.html,29310000.0,Chalet,2025-09-01,Installments,150.0,Yes,No,3.0,4.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-hacienda-waters-7851133.html,14127000.0,Chalet,2025-09-02,Installments,72.0,No,No,2.0,1.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-caesar-7840558.html,16800000.0,Chalet,2025-08-31,Cash,150.0,Yes,No,2.0,3.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-heliopolis-new-heliopolis-compounds-talala-7851725.html,9000000.0,Apartment,2025-09-02,Installments,125.0,No,No,3.0,3.0,Cairo,New Heliopolis
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-south-dahshur-link-palm-parks-palm-hills-7843746.html,9900000.0,Apartment,2025-08-31,Cash,170.0,No,No,3.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-solare-7661938.html,14100000.0,Chalet,2025-07-30,Cash,100.0,Yes,No,2.0,1.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-the-med-7847101.html,14100000.0,Chalet,2025-09-01,Cash,147.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-al-ahyaa-district-7234989.html,5382000.0,Apartment,2025-05-07,Cash,78.0,No,No,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-giza-sheikh-zayed-city-ivoire-7844275.html,11530000.0,Duplex,2025-09-01,Cash,240.0,No,No,4.0,4.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-ras-al-hekma-solare-7847729.html,28000000.0,Twin House,2025-08-31,Cash,187.0,No,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-7791892.html,3500000.0,Apartment,2025-08-21,Installments,45.0,No,No,1.0,1.0,Cairo,Madinaty
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-bloomfields-7839575.html,9085000.0,Apartment,2025-07-15,Cash,153.0,No,No,2.0,2.0,Cairo,Mostakbal City - Future City
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-7780484.html,4000000.0,Townhouse,2025-08-19,Cash,186.0,Yes,No,3.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-heneish-beit-al-bahr-7854743.html,18000000.0,Chalet,2025-09-02,Cash,102.0,Yes,No,2.0,2.0,North Coast,Sidi Heneish
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-7726388.html,8000000.0,Apartment,2025-08-11,Cash,125.0,No,No,2.0,1.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-solay-7786972.html,3900000.0,Apartment,2025-08-20,Cash,125.0,Yes,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-7851184.html,25540000.0,Villa,2025-09-02,Installments,260.0,Yes,No,4.0,5.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-el-hadaba-district-7834273.html,2992500.0,Apartment,2025-08-30,Cash,59.0,No,No,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-belle-vie-7760529.html,71500000.0,Villa,2025-08-17,Installments,403.0,Yes,No,7.0,5.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-safaga-soma-bay-arc-of-soma-7841167.html,12000000.0,Chalet,2025-08-31,Installments,71.0,Yes,No,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-amwaj-7778757.html,4950000.0,Chalet,2025-08-19,Installments,104.0,No,No,2.0,2.0,North Coast,Sidi Abdel Rahman
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-hurghada-resorts-jasmine-village-7786351.html,6386000.0,Apartment,2025-08-20,Installments,95.0,No,No,2.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-heneish-beit-al-bahr-7852444.html,16999990.0,Chalet,2025-09-02,Cash,139.0,Yes,No,2.0,2.0,North Coast,Sidi Heneish
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-city-gate-7656298.html,29019200.0,Townhouse,2025-07-29,Cash,261.0,Yes,No,4.0,5.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-eelaf-compound-7790640.html,5300000.0,Apartment,2025-08-21,Installments,85.0,No,No,1.0,1.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-red-sea-hurghada-al-gouna-swan-lake-gouna-7847389.html,32000000.0,Townhouse,2025-08-31,Cash,130.0,Yes,No,2.0,2.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-cairo-gate-eden-7840745.html,28000000.0,Townhouse,2025-08-31,Cash,360.0,Yes,No,4.0,4.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-lake-view-residence-2-7838127.html,15790000.0,Apartment,2025-08-31,Cash,145.0,No,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-26th-of-july-corridor-ever-7845664.html,6500000.0,Apartment,2025-09-01,Cash,157.0,No,No,3.0,2.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-7855344.html,6000000.0,Apartment,2025-09-02,Installments,115.0,No,No,3.0,2.0,Cairo,Madinaty
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-al-gouna-swan-lake-gouna-7854171.html,16000000.0,Chalet,2025-09-02,Cash,134.0,Yes,No,3.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-7841257.html,10000000.0,Chalet,2025-08-31,Installments,130.0,Yes,No,2.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-marseilia-beach-5-7751666.html,7600000.0,Chalet,2025-08-14,Cash,95.0,No,No,2.0,1.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-hurghada-resorts-atalantis-7790192.html,3017400.0,Apartment,2026-08-21,Installments,47.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-o-west-7840014.html,14000000.0,Apartment,2025-08-31,Installments,150.0,Yes,No,3.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-heliopolis-6th-district-sodic-east-7753350.html,11700000.0,Apartment,2025-08-13,Installments,174.0,No,No,3.0,3.0,Cairo,New Heliopolis
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-al-ahyaa-district-7678129.html,2571750.0,Apartment,2025-08-03,Cash,127.0,No,No,2.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-hurghada-resorts-atalantis-7806462.html,3441932.0,Chalet,2025-08-25,Cash,70.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-7793192.html,730000.0,Apartment,2025-08-21,Cash,106.0,Yes,No,2.0,2.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-7782382.html,6230000.0,Penthouse,2025-08-20,Installments,146.0,No,No,2.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-north-coast-qesm-marsa-matrouh-marsa-baghush-7840525.html,27000000.0,Penthouse,2025-08-31,Installments,280.0,Yes,No,4.0,4.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-suez-al-ain-al-sokhna-il-monte-galala-7848761.html,14815000.0,Townhouse,2025-09-01,Cash,130.0,Yes,No,3.0,2.0,Suez,Al Ain Al Sokhna
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-al-gouna-kamaran-7855368.html,14000000.0,Apartment,2025-09-02,Installments,66.0,No,No,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-al-alamein-marina-marina-5-7854096.html,3000000.0,Chalet,2025-09-02,Installments,60.0,Yes,No,1.0,1.0,North Coast,Al Alamein
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-north-house-7844484.html,4184000.0,Apartment,2025-09-01,Installments,166.0,Yes,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-new-zayed-city-vye-sodic-7836198.html,4100000.0,Apartment,2025-08-30,Cash,158.0,Yes,No,3.0,4.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-al-gouna-mangroovy-residence-7847319.html,13000000.0,Chalet,2025-09-01,Cash,115.0,Yes,No,2.0,2.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-ogami-7852300.html,39200000.0,Villa,2025-09-02,Installments,301.0,Yes,No,4.0,4.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7839922.html,14500000.0,Chalet,2025-08-31,Installments,140.0,Yes,No,2.0,3.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-nile-boulevard-7708082.html,6235000.0,Apartment,2025-08-07,Installments,145.0,No,No,3.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-sidi-heneish-beit-al-bahr-7847675.html,30000000.0,Villa,2025-09-01,Cash,190.0,Yes,No,3.0,3.0,North Coast,Sidi Heneish
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7840797.html,19900000.0,Chalet,2025-08-31,Installments,151.0,Yes,No,2.0,2.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-direction-white-7767168.html,14400000.0,Chalet,2025-08-18,Cash,241.0,No,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-village-west-7820994.html,600000.0,Apartment,2025-08-27,Cash,130.0,Yes,No,2.0,2.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-azha-north-7839419.html,15500000.0,Chalet,2025-08-31,Installments,107.0,Yes,No,2.0,2.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-hacienda-white-7831676.html,3800000.0,Chalet,2025-08-28,Installments,65.0,No,No,1.0,1.0,North Coast,Sidi Abdel Rahman
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-azad-7852965.html,26000000.0,Townhouse,2025-09-02,Cash,236.0,Yes,No,4.0,5.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-elysium-7670790.html,2750000.0,Apartment,2025-07-31,Installments,180.0,Yes,No,3.0,3.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-zayed-regency-7529235.html,6650000.0,Apartment,2025-07-07,Installments,186.0,Yes,No,3.0,3.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-al-ahyaa-district-7851388.html,1814400.0,Apartment,2025-09-02,Cash,60.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-al-maqsad-7845512.html,5182000.0,Apartment,2025-09-01,Installments,139.0,No,No,3.0,2.0,Cairo,New Capital City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-sarai-7843819.html,5288197.0,Apartment,2025-09-01,Cash,83.0,No,No,1.0,1.0,Cairo,Mostakbal City - Future City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-mar-bay-7848029.html,13200000.0,Chalet,2025-09-01,Cash,141.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-mountain-view-7848157.html,7800000.0,Villa,2025-09-01,Installments,170.0,No,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-fifth-square-moon-residences-7620814.html,7000000.0,Apartment,2025-07-23,Cash,209.0,Yes,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-cairo-el-nozha-sheraton-al-matar-stoda-7853074.html,18000000.0,Duplex,2025-09-02,Installments,245.0,Yes,No,3.0,3.0,Cairo,El Nozha
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-ad-dabaah-soul-north-coast-7812529.html,60000000.0,Villa,2025-08-25,Cash,800.0,Yes,No,4.0,4.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-safaga-soma-bay-wadi-jebal-7855585.html,21500000.0,Villa,2025-09-02,Installments,122.0,No,No,2.0,2.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7840577.html,60000000.0,Villa,2025-08-31,Cash,670.0,Yes,No,5.0,5.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-mohandessin-mohi-al-din-abou-el-ezz-st-7788875.html,8000000.0,Apartment,2025-08-21,Installments,225.0,No,No,3.0,3.0,Giza,Mohandessin
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-swan-lake-residence-7843629.html,55000000.0,Villa,2025-09-01,Installments,388.0,No,No,5.0,5.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-jefaira-7841427.html,8000000.0,Villa,2025-08-31,Cash,335.0,Yes,No,4.0,5.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-north-coast-ras-al-hekma-the-med-7853973.html,16000000.0,Townhouse,2025-09-02,Installments,187.0,No,No,4.0,4.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-7847230.html,16000000.0,Townhouse,2025-09-01,Cash,155.0,Yes,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-7775236.html,6000000.0,Apartment,2025-08-19,Installments,195.0,Yes,No,3.0,4.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-7742197.html,10000000.0,Chalet,2025-08-13,Cash,86.0,No,No,1.0,2.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-red-sea-hurghada-safaga-soma-bay-blanca-gardens-7838675.html,19300000.0,Penthouse,2025-08-28,Installments,188.0,Yes,No,3.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-7478196.html,4000000.0,Apartment,,Cash,140.0,Yes,No,3.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-hacienda-white-7600759.html,7000000.0,Chalet,2025-07-16,Installments,116.0,Yes,No,3.0,3.0,North Coast,Sidi Abdel Rahman
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-ivoire-7716723.html,3000000.0,Apartment,2025-08-10,Installments,159.0,No,No,3.0,2.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-noor-city-7724846.html,2900000.0,Apartment,2025-08-11,Installments,67.0,No,Yes,1.0,1.0,Cairo,Noor City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-d-bay-7816598.html,6200000.0,Chalet,2025-08-26,Cash,100.0,No,No,2.0,2.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-the-icon-residence-7838462.html,4500000.0,Apartment,2025-08-31,Cash,175.0,Yes,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-sheikh-zayed-city-new-zayed-city-elora-7852946.html,16400000.0,Townhouse,2025-09-02,Cash,214.0,No,No,3.0,3.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-north-coast-ras-al-hekma-mountain-view-7796824.html,25650000.0,Townhouse,2025-08-18,Cash,170.0,No,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-june-7852283.html,43000000.0,Villa,2025-09-02,Installments,250.0,Yes,No,3.0,4.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-noor-city-7850996.html,27315000.0,Townhouse,2025-09-02,Cash,207.0,No,No,3.0,3.0,Cairo,Noor City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-hacienda-heneish-7847845.html,12000000.0,Chalet,2025-09-01,Cash,110.0,Yes,No,2.0,2.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-lake-view-residence-2-7838090.html,15689250.0,Apartment,2025-08-04,Installments,181.0,No,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-shamasy-7852200.html,8000000.0,Chalet,2025-09-02,Installments,130.0,No,No,3.0,3.0,North Coast,Sidi Abdel Rahman
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-ramatan-7789769.html,6549828.0,Apartment,2025-08-21,Cash,120.0,No,No,2.0,2.0,Cairo,New Capital City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-youssef-afifi-road-al-dau-heights-7549550.html,3123009.0,Apartment,2025-07-10,Cash,47.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-south-med-7852663.html,28000000.0,Chalet,2025-09-02,Cash,156.0,No,No,3.0,2.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-plage-7854987.html,8000000.0,Chalet,2025-09-02,Installments,110.0,Yes,No,2.0,2.0,North Coast,Sidi Abdel Rahman
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-7843322.html,10280000.0,Apartment,2025-08-31,Installments,78.0,No,No,1.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7852763.html,23000000.0,Twin House,2025-09-02,Cash,400.0,Yes,No,4.0,4.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-ivoire-east-7852235.html,11685000.0,Apartment,2025-09-02,Cash,126.0,No,No,2.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-swan-lake-residence-7846086.html,13273408.0,Apartment,2025-09-01,Installments,93.0,Yes,No,1.0,1.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-marsa-baghush-7840388.html,16300000.0,Chalet,2025-08-30,Cash,155.0,Yes,No,3.0,3.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-zahraa-el-maadi-bavaria-town-7783436.html,977648.0,Apartment,2025-08-20,Installments,55.0,No,Yes,1.0,1.0,Cairo,Hay El Maadi
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-hurghada-resorts-1st-avenue-south-side-7830178.html,3157000.0,Apartment,2025-08-28,Cash,70.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-safaga-soma-bay-arc-of-soma-7715949.html,950000.0,Villa,2025-08-10,Cash,140.0,Yes,No,3.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-ras-al-hekma-azha-north-7847114.html,30000000.0,Twin House,2025-08-31,Cash,305.0,Yes,No,3.0,4.0,North Coast,Ras Al Hekma
